00:00, Intro, 0
00:55, A qué me dedico: Luis Lira, 0
03:38, A qué me dedicaba antes de desarrollar, 0
06:00, Recursos humanos no fue lo que yo esperaba, 0
09:28, ¿Qué son los recursos humanos?, 0
10:55, Cómo me empezó a gustar la programación, 0
15:00, Experiencias con reclutadores de tecnología, 0
15:53, ¿Qué te ayudó de tu carrera para ser buen reclutador?, 1
20:08, Cómo me ha ayudado la curiosidad, 0
24:33, ¿Qué recursos me ayudaron a aprender?, 1
29:59, ¿Te ayudó tu carrera a desarrollar resiliencia?, 0
35:25, ¿Te afectaban las distracciones?, 0
38:54, ¿Qué fue lo que más me costó entender?, 1
41:35, ¿Te hubiera gustado aprender las bases de programación antes?, 0
43:23, Aprender primero las bases o primero lo práctico, 0
46:26, Correr sin tennis, 0
48:38, ¿Cuál es el camino correcto para empezar a programar?, 1
50:16, ¿Por qué estás estudiando la universidad?, 0
55:22, ¿Tuviste algún obstáculo personal para aprender?, 0
57:09, ¿Hubo alguien que se opusiera a que aprendieras programación?, 0
58:33, Cómo lidiar con los gatekeepers, 1
1:03:50, Acerca de mi trabajo, 0
1:04:49, ¿Fue difícil conseguir mi primer trabajo de programador?, 0
1:07:23, Consejos para entrevistas técnicas, 0
1:10:52, Cómo decidir el tipo de trabajo que quieres, 1
1:14:06, La inexperiencia puede ser una ventaja para conseguir trabajo, 1
1:17:05, Aprovecha tu experiencia previa para obtener ventaja, 1
1:20:01, Los tres mejores consejos para aprender, 1
1:24:07, Tres cosas que evitaría, 1
1:25:00, No te compares, 1
1:27:25, Cómo lidiar con el síndrome del impostor, 1
1:29:30, Aprende de tu forma de aprender, 1
1:31:38, Conocer otros puntos de vista, 1
1:34:20, Mis iniciativas de educación, 0
